condition_name,prefix_k,layer,gen_token_pos,mean_projection,std_projection,n_records,n_prompts
harmful_k00,0,24,23,-0.9658203125,2.874878590549589,4,4
harmful_k00,0,24,24,-0.5794270833333334,2.611527033296424,3,3
harmful_k00,0,24,25,-1.0625,2.443065061460961,3,3
harmful_k00,0,24,26,-1.8255208333333333,2.1847126959401515,3,3
harmful_k00,0,24,27,-1.140625,1.758402678702677,3,3
harmful_k00,0,24,28,-1.9140625,1.4160035021032786,3,3
harmful_k00,0,24,29,-2.9453125,1.3589708450928961,2,2
harmful_k00,0,24,30,-2.5,0.08838834764831845,2,2
harmful_k00,0,24,31,-3.9921875,0.18782523875267668,2,2
harmful_k00,0,24,32,-4.234375,0.4640388251536718,2,2
harmful_k00,0,24,33,-4.453125,0.06629126073623882,2,2
harmful_k00,0,24,34,-4.6953125,1.756718409510329,2,2
harmful_k00,0,24,35,-4.1171875,1.823009670246568,2,2
harmful_k00,0,24,36,-5.984375,0.508232998977831,2,2
harmful_k00,0,24,37,-5.75,0.04419417382415922,2,2
harmful_k00,0,24,38,-6.0625,0.08838834764831845,2,2
harmful_k00,0,24,39,-6.0,0.2209708691207961,2,2
harmful_k00,0,24,40,-4.265625,0.2872621298570349,2,2
harmful_k00,0,24,41,-4.3203125,2.4196310168727173,2,2
harmful_k00,0,24,42,-5.984375,0.8617863895711048,2,2
harmful_k00,0,24,43,-7.03125,0.7513009550107067,2,2
harmful_k00,0,24,44,-6.5625,0.5745242597140698,2,2
harmful_k00,0,24,45,-5.75,1.0606601717798212,2,2
harmful_k00,0,24,46,-5.5234375,3.679164970861255,2,2
harmful_k00,0,27,0,4.49625,0.40947438361066385,25,25
harmful_k00,0,27,1,2.599375,1.4052812780285677,25,25
harmful_k00,0,27,2,1.81375,1.6340341945698194,25,25
harmful_k00,0,27,3,0.66859375,2.5148450519818715,25,25
harmful_k00,0,27,4,0.3972998046875,2.680975071461873,25,25
harmful_k00,0,27,5,1.465625,1.9977200546289429,25,25
harmful_k00,0,27,6,2.2726953125,3.055381719171836,25,25
harmful_k00,0,27,7,0.790087890625,3.554141388968372,20,20
harmful_k00,0,27,8,-0.33021763392857145,2.9602507806095537,14,14
harmful_k00,0,27,9,0.15841238839285715,2.6896471151794956,14,14
harmful_k00,0,27,10,0.7622767857142857,3.7423144830080948,14,14
harmful_k00,0,27,11,-0.10770089285714286,3.94045502402722,14,14
harmful_k00,0,27,12,-1.1344495500837053,2.807552961491552,14,14
harmful_k00,0,27,13,-2.0106026785714284,2.8282783192989607,14,14
harmful_k00,0,27,14,-2.0702950613839284,2.7366035191128817,14,14
harmful_k00,0,27,15,-1.4973493303571428,2.3386985586571414,14,14
harmful_k00,0,27,16,-0.9341517857142857,2.688991118345566,14,14
harmful_k00,0,27,17,-1.6253487723214286,2.8401870305175825,7,7
harmful_k00,0,27,18,-1.458984375,3.7773599081867433,4,4
harmful_k00,0,27,19,-1.8270263671875,1.3576451765122417,4,4
harmful_k00,0,27,20,-3.6162109375,3.259417656058264,4,4
harmful_k00,0,27,21,-3.630859375,3.7051098704381538,4,4
harmful_k00,0,27,22,-3.265625,4.611660803288045,4,4
harmful_k00,0,27,23,-2.01953125,4.44690034617396,4,4
harmful_k00,0,27,24,-2.72271728515625,2.5337398220809626,3,3
harmful_k00,0,27,25,-3.5143229166666665,3.6112015411270004,3,3
harmful_k00,0,27,26,-4.360026041666667,3.6054075600283393,3,3
harmful_k00,0,27,27,-3.677734375,3.4951721681638834,3,3
harmful_k00,0,27,28,-4.42822265625,3.9385692718891723,3,3
harmful_k00,0,27,29,-6.90625,1.5467960838455728,2,2
harmful_k00,0,27,30,-6.4375,0.8396893026590252,2,2
harmful_k00,0,27,31,-8.59375,0.397747564417433,2,2
harmful_k00,0,27,32,-6.84375,2.5190679079770755,2,2
harmful_k00,0,27,33,-6.9375,1.8561553006146871,2,2
harmful_k00,0,27,34,-6.421875,2.7621358640099514,2,2
harmful_k00,0,27,35,-6.234375,0.4198446513295126,2,2
harmful_k00,0,27,36,-8.9375,0.795495128834866,2,2
harmful_k00,0,27,37,-8.03125,0.397747564417433,2,2
harmful_k00,0,27,38,-8.9375,0.5303300858899106,2,2
harmful_k00,0,27,39,-8.90625,0.397747564417433,2,2
harmful_k00,0,27,40,-5.8125,0.30935921676911454,2,2
harmful_k00,0,27,41,-6.578125,2.6295533425374735,2,2
harmful_k00,0,27,42,-8.046875,0.11048543456039805,2,2
harmful_k00,0,27,43,-9.34375,1.193242693252299,2,2
harmful_k00,0,27,44,-9.0625,0.9722718241315028,2,2
harmful_k00,0,27,45,-8.59375,0.2209708691207961,2,2
harmful_k00,0,27,46,-8.953125,4.662485338448798,2,2
